,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,renovated,zipcode,lat,long,sqft_living15,sqft_lot15,average_room_size,floor_area_ratio,bedroom_bathroom_ratio,Seattle_dist_km,Redmond_dist_km,Redmond_Seattle_total_dist,population,land_area,pop_density,water_area,income,nearby_schools
13,1070000.0,1,1.75,1890,9466,2.0,NO,NONE,Average,8 Good,1890,0.0,1987,0.0,98004,47.6144,-122.211,2180,12825,687.2727272727273,0.19966194802450876,1.75,8.98089669449865,9.402637612807066,18.383534307305716,30610,7.03,4354.1963015647225,1.61,254763.4276,9
14,1150000.0,1,2.5,2850,10474,1.0,NO,NONE,Good,8 Good,1730,1.0,1954,0.0,98004,47.6218,-122.209,2820,10474,814.2857142857143,0.27210234867290434,2.5,9.263581328202116,8.684537278372215,17.948118606574333,30610,7.03,4354.1963015647225,1.61,254763.4276,9
15,1900000.0,1,2.5,2660,13367,2.0,NO,AVERAGE,Average,10 Very Good,2660,0.0,1992,0.0,98004,47.6501,-122.217,2660,13367,760.0,0.19899753123363506,2.5,9.859770974421014,7.242204211880245,17.10197518630126,30610,7.03,4354.1963015647225,1.61,254763.4276,9
16,1210000.0,2,3.75,3250,10949,2.0,NO,NONE,Good,9 Better,2940,1.0,1930,,98004,47.639,-122.219,2340,15234,565.2173913043479,0.2968307608000731,1.875,9.151354586137863,7.997690293780939,17.1490448799188,30610,7.03,4354.1963015647225,1.61,254763.4276,9
17,1310000.0,2,2.5,2770,8100,2.0,NO,NONE,Average,9 Better,2770,0.0,2002,0.0,98004,47.6341,-122.208,2070,8100,615.5555555555555,0.3419753086419753,1.25,9.709052108591703,7.675695857063567,17.38474796565527,30610,7.03,4354.1963015647225,1.61,254763.4276,9
18,1970000.0,2,3.75,3940,13738,1.5,NO,GOOD,Good,9 Better,3940,0.0,1951,0.0,98004,47.6203,-122.212,2370,13320,685.2173913043479,0.2867957490173242,1.875,9.009999970430439,8.959562018920145,17.969561989350584,30610,7.03,4354.1963015647225,1.61,254763.4276,9
19,1100000.0,1,2.5,2200,20000,1.0,NO,FAIR,Average,7 Average,1400,1.0,1952,0.0,98004,47.5809,-122.191,3050,11775,628.5714285714286,0.11,2.5,10.74408029753039,11.843054663951943,22.587134961482334,30610,7.03,4354.1963015647225,1.61,254763.4276,9
20,1230000.0,1,1.75,2200,14630,1.5,NO,FAIR,Average,8 Good,2200,0.0,1948,1.0,98004,47.6074,-122.213,2850,15803,800.0,0.15037593984962405,1.75,8.770537665798464,10.103641871567815,18.87417953736628,30610,7.03,4354.1963015647225,1.61,254763.4276,9
21,1580000.0,2,2.75,3650,20150,1.0,NO,NONE,Good,10 Very Good,2360,1.0,1975,0.0,98004,47.6215,-122.224,3220,19800,768.421052631579,0.18114143920595532,1.375,8.159211269450816,9.5032151221732,17.662426391624017,30610,7.03,4354.1963015647225,1.61,254763.4276,9
22,1150000.0,2,2.25,2840,20242,1.0,NO,NONE,Average,8 Good,2240,1.0,1972,0.0,98004,47.639,-122.216,2840,20372,668.2352941176471,0.1403023416658433,1.125,9.356031757457906,7.812680990412268,17.168712747870174,30610,7.03,4354.1963015647225,1.61,254763.4276,9
23,1500000.0,2,3.25,3070,10375,2.0,NO,NONE,Average,10 Very Good,2180,1.0,1962,1.0,98004,47.5862,-122.198,2500,11194,584.7619047619048,0.2959036144578313,1.625,10.100086177493258,11.520916708814665,21.621002886307924,30610,7.03,4354.1963015647225,1.61,254763.4276,9
24,1350000.0,2,2.0,2240,10296,1.0,NO,NONE,Very Good,8 Good,2240,0.0,1948,0.0,98004,47.6177,-122.217,2500,10918,560.0,0.21756021756021757,1.0,8.589086201602498,9.42666429333403,18.015750494936526,30610,7.03,4354.1963015647225,1.61,254763.4276,9
25,1190000.0,2,2.5,2710,14989,1.0,NO,NONE,Average,8 Good,1720,1.0,1959,0.0,98004,47.6411,-122.207,3180,16624,602.2222222222222,0.18079925278537595,1.25,10.066979800688726,7.129372491797736,17.196352292486463,30610,7.03,4354.1963015647225,1.61,254763.4276,9
26,2400000.0,2,3.25,4140,20734,1.0,,FAIR,Average,10 Very Good,3300,1.0,1977,1.0,98004,47.6344,-122.215,4020,20008,788.5714285714286,0.19967203626893026,1.625,9.228976673023773,8.058318140955267,17.287294813979038,30610,7.03,4354.1963015647225,1.61,254763.4276,9
27,1410000.0,2,3.5,3410,10769,2.0,,NONE,Average,10 Very Good,3410,0.0,2008,0.0,98004,47.6081,-122.198,2650,10058,620.0,0.3166496424923391,1.75,9.896987327635603,9.393098223069561,19.290085550705165,30610,7.03,4354.1963015647225,1.61,254763.4276,9
28,1900000.0,2,2.25,3120,16672,2.0,NO,NONE,Good,9 Better,3120,0.0,1969,,98004,47.6458,-122.219,3740,17853,734.1176470588235,0.1871401151631478,1.125,9.491920348581413,7.599311482808313,17.091231831389727,30610,7.03,4354.1963015647225,1.61,254763.4276,9
29,1940000.0,2,2.25,3120,16672,2.0,NO,NONE,Good,9 Better,3120,0.0,1969,0.0,98004,47.6458,-122.219,3740,17853,734.1176470588235,0.1871401151631478,1.125,9.491920348581413,7.599311482808313,17.091231831389727,30610,7.03,4354.1963015647225,1.61,254763.4276,9
30,1500000.0,2,2.75,2930,25697,1.0,NO,NONE,Good,9 Better,2310,1.0,1964,0.0,98004,47.6264,-122.226,3810,20681,616.8421052631579,0.11402109195625948,1.375,8.158195152716656,9.25835411036375,17.416549263080405,30610,7.03,4354.1963015647225,1.61,254763.4276,9
31,1420000.0,2,3.25,4020,4500,2.0,NO,NONE,Average,9 Better,3120,1.0,2010,0.0,98004,47.6349,-122.204,3550,5775,765.7142857142857,0.8933333333333333,1.625,10.021176655389963,7.392208802003186,17.413385457393147,30610,7.03,4354.1963015647225,1.61,254763.4276,9
32,1470000.0,2,2.5,3030,10189,1.0,NO,NONE,Average,9 Better,2380,1.0,2003,0.0,98004,47.6367,-122.206,1940,10189,673.3333333333334,0.29737952694081854,1.25,9.95007760733971,7.3740444259699816,17.324122033309692,30610,7.03,4354.1963015647225,1.61,254763.4276,9
33,1200000.0,2,2.25,2860,10702,2.0,NO,NONE,Average,10 Very Good,2860,0.0,1982,0.0,98004,47.6451,-122.189,2890,10572,672.9411764705883,0.26723976826761353,1.125,11.481031600627551,5.799188065166415,17.280219665793965,30610,7.03,4354.1963015647225,1.61,254763.4276,9
34,1050000.0,2,1.0,1330,9729,1.0,NO,NONE,Average,6 Low Average,1330,0.0,1952,0.0,98004,47.6223,-122.208,2920,10353,443.3333333333333,0.1367046972967417,0.5,9.348439980892833,8.592933019034838,17.941372999927673,30610,7.03,4354.1963015647225,1.61,254763.4276,9
35,1970000.0,2,3.5,4370,8510,2.0,NO,FAIR,Average,10 Very Good,3610,1.0,2003,0.0,98004,47.5876,-122.204,2960,10347,794.5454545454545,0.5135135135135135,1.75,9.628130345353844,11.587773070964287,21.21590341631813,30610,7.03,4354.1963015647225,1.61,254763.4276,9
36,1450000.0,2,3.5,2820,7809,2.0,NO,NONE,Average,10 Very Good,2820,0.0,1995,0.0,98004,47.622,-122.195,2630,7904,512.7272727272727,0.36112178255858624,1.75,10.296621781937281,7.9947958234608265,18.29141760539811,30610,7.03,4354.1963015647225,1.61,254763.4276,9
37,1880000.0,2,3.25,3930,10929,2.0,NO,NONE,Average,10 Very Good,3930,0.0,2006,0.0,98004,47.6259,-122.194,1780,9999,748.5714285714286,0.35959374142190503,1.625,10.459541885612417,7.606484799084683,18.0660266846971,30610,7.03,4354.1963015647225,1.61,254763.4276,9
38,1430000.0,1,2.0,1890,12017,1.0,NO,AVERAGE,Average,8 Good,1890,0.0,1949,0.0,98004,47.6203,-122.21,2000,12210,630.0,0.15727719064658402,2.0,9.15709644715678,8.85826470319393,18.01536115035071,30610,7.03,4354.1963015647225,1.61,254763.4276,9
39,1160000.0,1,1.75,1640,10464,1.0,,AVERAGE,Good,8 Good,1640,0.0,1968,0.0,98004,47.5873,-122.205,2630,18872,596.3636363636364,0.15672782874617738,1.75,9.561294035888137,11.652815378398232,21.21410941428637,30610,7.03,4354.1963015647225,1.61,254763.4276,9
40,1040000.0,2,1.75,1440,13296,1.0,NO,NONE,Good,8 Good,1440,0.0,1967,0.0,98004,47.63399999999999,-122.204,3520,10802,384.0,0.10830324909747292,0.875,9.988035814325503,7.459475254412286,17.44751106873779,30610,7.03,4354.1963015647225,1.61,254763.4276,9
41,1490000.0,2,2.5,2420,18480,1.0,NO,NONE,Good,9 Better,2420,0.0,1967,,98004,47.6214,-122.227,3330,19910,537.7777777777778,0.13095238095238096,1.25,7.9379752036516855,9.677270719976356,17.61524592362804,30610,7.03,4354.1963015647225,1.61,254763.4276,9
42,1250000.0,2,2.5,3370,8113,2.0,NO,NONE,Average,9 Better,3370,0.0,2005,0.0,98004,47.5812,-122.196,2470,8113,748.8888888888889,0.415382719092814,1.25,10.37258875683315,11.960861558955703,22.333450315788852,30610,7.03,4354.1963015647225,1.61,254763.4276,9
43,1270000.0,2,3.0,3950,9520,1.0,NO,NONE,Average,9 Better,2250,1.0,1953,1.0,98004,47.6363,-122.207,1890,9520,790.0,0.41491596638655465,1.5,9.8642151568508,7.460025842176853,17.32424099902765,30610,7.03,4354.1963015647225,1.61,254763.4276,9
44,1650000.0,3,3.5,4010,16200,1.0,NO,NONE,Average,8 Good,2090,1.0,1955,1.0,98004,47.6322,-122.216,3560,16200,616.9230769230769,0.24753086419753087,1.1666666666666667,9.073568977338683,8.27007924503971,17.34364822237839,30610,7.03,4354.1963015647225,1.61,254763.4276,9
45,1820000.0,1,2.25,3330,20053,2.0,NO,NONE,Average,9 Better,3330,0.0,1968,,98004,47.6395,-122.214,2870,20053,1024.6153846153845,0.16605994115593678,2.25,9.515498150311346,7.658214466093726,17.173712616405073,30610,7.03,4354.1963015647225,1.61,254763.4276,9
46,1010000.0,1,1.0,1640,12855,1.5,NO,NONE,Very Good,6 Low Average,1500,1.0,1920,,98004,47.6169,-122.212,2190,11262,820.0,0.1275768183586153,1.0,8.944633309003946,9.240156195274011,18.18478950427796,30610,7.03,4354.1963015647225,1.61,254763.4276,9
47,1210000.0,1,2.25,1590,8520,2.0,NO,NONE,Good,8 Good,1590,0.0,1980,,98004,47.6477,-122.216,2470,12005,489.2307692307692,0.18661971830985916,2.25,9.790931353147924,7.300215413487269,17.09114676663519,30610,7.03,4354.1963015647225,1.61,254763.4276,9
48,1590000.0,2,2.25,3240,11131,1.0,,NONE,Good,9 Better,2080,1.0,1953,0.0,98004,47.6182,-122.215,2300,12150,762.3529411764706,0.2910789686461234,1.125,8.746261678400884,9.283628994472892,18.029890672873776,30610,7.03,4354.1963015647225,1.61,254763.4276,9
49,1360000.0,1,2.0,2310,21318,1.0,NO,NONE,Average,10 Very Good,2310,0.0,1979,,98004,47.6381,-122.224,2950,21814,770.0,0.10835913312693499,2.0,8.769476442056957,8.364841728297135,17.134318170354092,30610,7.03,4354.1963015647225,1.61,254763.4276,9
50,1700000.0,2,3.0,3600,9687,2.0,NO,NONE,Good,9 Better,3600,0.0,1959,1.0,98004,47.6257,-122.208,2620,10400,720.0,0.37163208423660576,1.5,9.435066970884098,8.317804380944287,17.752871351828382,30610,7.03,4354.1963015647225,1.61,254763.4276,9
51,1780000.0,2,3.25,3950,10912,2.0,NO,NONE,Average,10 Very Good,3950,0.0,2003,0.0,98004,47.5877,-122.196,3000,10998,752.3809523809524,0.3619868035190616,1.625,10.214895383035088,11.305465978681905,21.520361361716994,30610,7.03,4354.1963015647225,1.61,254763.4276,9
52,1570000.0,2,2.75,2810,8570,2.0,NO,NONE,Average,10 Very Good,2810,0.0,1993,,98004,47.6159,-122.211,2810,9621,591.578947368421,0.3278879813302217,1.375,9.0025727873252,9.2751667598069,18.2777395471321,30610,7.03,4354.1963015647225,1.61,254763.4276,9
53,1390000.0,2,2.5,3450,17400,1.5,NO,NONE,Good,9 Better,2180,1.0,1964,0.0,98004,47.5969,-122.206,3770,19530,766.6666666666666,0.19827586206896552,1.25,9.329674382517325,10.766724242702981,20.096398625220306,30610,7.03,4354.1963015647225,1.61,254763.4276,9
54,1700000.0,2,2.75,3810,9360,2.0,NO,NONE,Average,10 Very Good,3810,0.0,2014,0.0,98004,47.6039,-122.194,2110,9870,802.1052631578947,0.40705128205128205,1.375,10.189749163916579,9.638895693796623,19.8286448577132,30610,7.03,4354.1963015647225,1.61,254763.4276,9
55,1010000.0,2,2.5,2480,12688,1.0,NO,NONE,Good,9 Better,1820,1.0,1967,0.0,98004,47.6344,-122.205,2910,11979,551.1111111111111,0.19546027742749053,1.25,9.93198389593318,7.485091403287497,17.417075299220677,30610,7.03,4354.1963015647225,1.61,254763.4276,9
56,1580000.0,2,2.5,3980,16304,1.0,NO,FAIR,Average,10 Very Good,2480,1.0,1968,0.0,98004,47.639,-122.21,3980,16304,884.4444444444445,0.24411187438665358,1.25,9.768041807039245,7.449204709438963,17.217246516478205,30610,7.03,4354.1963015647225,1.61,254763.4276,9
57,1650000.0,3,2.75,4040,20666,1.0,NO,NONE,Good,9 Better,2020,1.0,1962,0.0,98004,47.63399999999999,-122.221,3670,20500,702.6086956521739,0.19549017710248717,0.9166666666666666,8.794233307243356,8.44200129202746,17.236234599270816,30610,7.03,4354.1963015647225,1.61,254763.4276,9
58,1560000.0,2,2.5,2700,17853,2.0,NO,NONE,Good,9 Better,2700,0.0,1960,0.0,98004,47.6463,-122.219,3790,16672,600.0,0.1512350865400773,1.25,9.518851027658476,7.572171053504467,17.091022081162944,30610,7.03,4354.1963015647225,1.61,254763.4276,9
59,1130000.0,2,2.5,2660,11200,2.0,NO,NONE,Average,9 Better,2660,0.0,1999,,98004,47.5894,-122.197,3290,11275,591.1111111111111,0.2375,1.25,10.107786911406013,11.168615475793896,21.27640238719991,30610,7.03,4354.1963015647225,1.61,254763.4276,9
60,1450000.0,1,1.75,2230,13529,1.0,NO,NONE,Average,9 Better,2230,0.0,1949,0.0,98004,47.6204,-122.217,2230,11900,810.9090909090909,0.1648311035553256,1.75,8.644927776326073,9.21067011446161,17.855597890787685,30610,7.03,4354.1963015647225,1.61,254763.4276,9
61,1600000.0,1,2.75,3040,21052,2.0,NO,NONE,Good,10 Very Good,3040,0.0,1980,0.0,98004,47.63800000000001,-122.225,2950,21052,810.6666666666666,0.1444043321299639,2.75,8.696953524072383,8.433638656710064,17.130592180782447,30610,7.03,4354.1963015647225,1.61,254763.4276,9
62,1800000.0,2,4.5,4400,15580,2.0,NO,NONE,Average,11 Excellent,3390,1.0,2003,,98004,47.6232,-122.207,2150,14249,676.9230769230769,0.28241335044929394,2.25,9.443073710112182,8.468528409018228,17.91160211913041,30610,7.03,4354.1963015647225,1.61,254763.4276,9
63,1170000.0,2,2.5,2570,6251,2.0,NO,NONE,Average,9 Better,2570,0.0,2000,0.0,98004,47.593,-122.197,2570,9588,571.1111111111111,0.411134218525036,1.25,10.048388371987176,10.81171736293759,20.860105734924765,30610,7.03,4354.1963015647225,1.61,254763.4276,9
64,1190000.0,2,2.75,3020,8622,2.0,NO,NONE,Average,9 Better,3020,0.0,1976,1.0,98004,47.5866,-122.201,3060,14303,635.7894736842105,0.3502667594525632,1.375,9.870782788003668,11.581632439817763,21.452415227821433,30610,7.03,4354.1963015647225,1.61,254763.4276,9
65,1620000.0,2,3.25,3820,8114,2.0,NO,NONE,Average,10 Very Good,3820,0.0,2005,0.0,98004,47.5837,-122.194,2440,9195,727.6190476190476,0.4707912250431353,1.625,10.452381903915628,11.645893277202402,22.09827518111803,30610,7.03,4354.1963015647225,1.61,254763.4276,9
66,1400000.0,2,3.0,3850,14990,1.0,NO,NONE,Good,9 Better,2290,1.0,1964,,98004,47.6425,-122.218,3010,15001,770.0,0.256837891927952,1.5,9.387432830000296,7.722433799953948,17.109866629954244,30610,7.03,4354.1963015647225,1.61,254763.4276,9
67,1500000.0,1,1.75,2430,12757,1.0,NO,AVERAGE,Good,8 Good,1340,1.0,1952,,98004,47.6201,-122.209,2930,12450,883.6363636363636,0.19048365603198245,1.75,9.226510332179853,8.824721405564937,18.05123173774479,30610,7.03,4354.1963015647225,1.61,254763.4276,9
68,1110000.0,2,1.5,2310,13300,1.0,NO,NONE,Average,7 Average,1890,1.0,1950,0.0,98004,47.6232,-122.21,2840,12744,660.0,0.1736842105263158,0.75,9.223835058033307,8.62200870967752,17.845843767710825,30610,7.03,4354.1963015647225,1.61,254763.4276,9
69,2140000.0,2,3.25,3860,17820,1.0,NO,EXCELLENT,Good,10 Very Good,2630,1.0,1975,,98004,47.6224,-122.215,4590,23760,735.2380952380952,0.2166105499438833,1.625,8.838761175725518,8.947275017717361,17.78603619344288,30610,7.03,4354.1963015647225,1.61,254763.4276,9
70,1450000.0,2,3.5,3720,8301,2.0,NO,NONE,Average,10 Very Good,2880,1.0,2008,0.0,98004,47.5885,-122.199,2080,9676,676.3636363636364,0.44813877846042643,1.75,9.977499892641884,11.325340922098263,21.302840814740147,30610,7.03,4354.1963015647225,1.61,254763.4276,9
71,1650000.0,2,2.25,2920,20400,1.0,NO,NONE,Good,11 Excellent,2920,0.0,1966,0.0,98004,47.6237,-122.228,3080,20400,687.0588235294117,0.14313725490196078,1.125,7.929695985386583,9.5658993643692,17.49559534975578,30610,7.03,4354.1963015647225,1.61,254763.4276,9
72,1650000.0,2,2.5,2780,11904,1.0,,FAIR,Very Good,8 Good,1730,1.0,1951,,98004,47.6209,-122.216,3590,13860,617.7777777777778,0.23353494623655913,1.25,8.729669080746717,9.118476091887507,17.848145172634226,30610,7.03,4354.1963015647225,1.61,254763.4276,9
73,1030000.0,2,2.5,2620,11200,1.0,NO,NONE,Good,8 Good,1770,1.0,1962,0.0,98004,47.5876,-122.193,2360,11200,582.2222222222222,0.23392857142857143,1.25,10.438082901060929,11.219932278256758,21.658015179317687,30610,7.03,4354.1963015647225,1.61,254763.4276,9
74,2540000.0,2,3.25,3730,10626,1.0,NO,EXCELLENT,Good,10 Very Good,3730,0.0,1963,0.0,98004,47.624,-122.221,4180,19110,710.4761904761905,0.3510257858083945,1.625,8.444732782570803,9.149747871980589,17.59448065455139,30610,7.03,4354.1963015647225,1.61,254763.4276,9
75,1100000.0,2,3.5,2210,7597,1.0,NO,NONE,Good,9 Better,1550,1.0,1977,1.0,98004,47.5816,-122.197,2370,8811,401.8181818181818,0.29090430433065684,1.75,10.288852259122176,11.951317755039602,22.240170014161777,30610,7.03,4354.1963015647225,1.61,254763.4276,9
76,2410000.0,2,2.5,4600,23250,1.5,NO,AVERAGE,Average,9 Better,3600,1.0,1918,1.0,98004,47.62300000000001,-122.218,5500,20066,1022.2222222222222,0.1978494623655914,1.25,8.635320924207804,9.061215707718809,17.696536631926612,30610,7.03,4354.1963015647225,1.61,254763.4276,9
77,1750000.0,2,2.5,3910,22710,1.5,NO,NONE,Average,8 Good,3910,0.0,1908,1.0,98004,47.6295,-122.217,2920,16544,868.8888888888889,0.17217084984588288,1.25,8.905368995313138,8.520334074457796,17.425703069770933,30610,7.03,4354.1963015647225,1.61,254763.4276,9
78,1780000.0,1,2.25,4320,19225,1.0,NO,NONE,Good,10 Very Good,2160,1.0,1972,0.0,98004,47.6368,-122.216,3430,18469,1329.2307692307693,0.2247074122236671,2.25,9.258836502810723,7.955680509065888,17.214517011876612,30610,7.03,4354.1963015647225,1.61,254763.4276,9
79,1240000.0,2,3.5,3820,13224,2.0,NO,NONE,Average,10 Very Good,3280,1.0,1990,0.0,98004,47.6005,-122.199,3340,9700,694.5454545454545,0.2888687235329704,1.75,9.825441721090128,10.153463179234857,19.978904900324984,30610,7.03,4354.1963015647225,1.61,254763.4276,9
80,1900000.0,2,2.5,3680,13351,2.0,NO,AVERAGE,Very Good,9 Better,3680,0.0,1946,1.0,98004,47.6154,-122.214,3410,11700,817.7777777777778,0.2756347839113175,1.25,8.772223857424677,9.464367565920593,18.23659142334527,30610,7.03,4354.1963015647225,1.61,254763.4276,9
81,1800000.0,2,2.75,2880,20274,1.0,,GOOD,Good,9 Better,1660,1.0,1959,0.0,98004,47.6267,-122.222,3750,20220,606.3157894736842,0.14205386208937557,1.375,8.45450188021206,9.00737187425799,17.461873754470048,30610,7.03,4354.1963015647225,1.61,254763.4276,9
82,1990000.0,1,2.5,2880,13500,1.0,NO,EXCELLENT,Very Good,8 Good,1520,1.0,1950,0.0,98004,47.6281,-122.216,3710,20486,822.8571428571429,0.21333333333333335,2.5,8.929911798538026,8.566327685375738,17.49623948391376,30610,7.03,4354.1963015647225,1.61,254763.4276,9
83,1500000.0,2,3.5,4370,12240,2.0,NO,NONE,Average,11 Excellent,3270,1.0,1990,0.0,98004,47.582,-122.199,2980,12800,794.5454545454545,0.3570261437908497,1.75,10.132517499828037,11.974294420955907,22.106811920783944,30610,7.03,4354.1963015647225,1.61,254763.4276,9
84,1050000.0,2,2.75,2520,18625,1.0,NO,NONE,Average,8 Good,1660,1.0,1959,0.0,98004,47.6409,-122.207,3000,16624,530.5263157894736,0.13530201342281878,1.375,10.058047598017817,7.142659303580136,17.200706901597954,30610,7.03,4354.1963015647225,1.61,254763.4276,9
85,1580000.0,2,2.75,3480,19991,2.0,,AVERAGE,Good,10 Very Good,2630,1.0,1979,0.0,98004,47.6354,-122.214,3770,20271,732.6315789473684,0.1740783352508629,1.375,9.339094356589689,7.930697593552814,17.269791950142505,30610,7.03,4354.1963015647225,1.61,254763.4276,9
86,1030000.0,2,2.5,2370,10858,2.0,NO,NONE,Average,9 Better,2370,,2003,,98004,47.6336,-122.192,2510,21673,526.6666666666666,0.2182722416651317,1.25,10.828414810269853,6.856913047532976,17.68532785780283,30610,7.03,4354.1963015647225,1.61,254763.4276,9
87,1770000.0,1,2.5,2580,14603,1.0,NO,AVERAGE,Good,9 Better,2580,0.0,1951,0.0,98004,47.6199,-122.212,2410,14347,737.1428571428571,0.17667602547421762,2.5,9.001510557712846,8.992202811594284,17.99371336930713,30610,7.03,4354.1963015647225,1.61,254763.4276,9
88,1950000.0,2,2.75,4020,18745,2.0,NO,EXCELLENT,Good,10 Very Good,2830,1.0,1989,0.0,98004,47.6042,-122.21,3150,20897,846.3157894736842,0.2144571885836223,1.375,8.99016515590021,10.255609489743009,19.245774645643216,30610,7.03,4354.1963015647225,1.61,254763.4276,9
89,1900000.0,2,2.75,4280,12668,2.0,NO,NONE,Average,9 Better,3900,1.0,1947,1.0,98004,47.6185,-122.219,3590,12670,901.0526315789474,0.33785917271866117,1.375,8.457165417052835,9.466386998628597,17.92355241568143,30610,7.03,4354.1963015647225,1.61,254763.4276,9
90,1300000.0,2,1.75,2610,21600,1.0,NO,NONE,Good,8 Good,2610,0.0,1966,0.0,98004,47.6245,-122.227,2920,20330,696.0,0.12083333333333333,0.875,8.025957438309415,9.451238058480026,17.47719549678944,30610,7.03,4354.1963015647225,1.61,254763.4276,9
91,1400000.0,1,2.5,2910,10044,2.0,NO,NONE,Good,10 Very Good,2910,,1989,0.0,98004,47.5845,-122.199,2420,12287,831.4285714285714,0.2897252090800478,2.5,10.067040482183259,11.723676551247792,21.79071703343105,30610,7.03,4354.1963015647225,1.61,254763.4276,9
92,1680000.0,2,3.25,4560,19080,1.0,NO,NONE,Very Good,9 Better,2490,1.0,1963,0.0,98004,47.6291,-122.226,3390,20140,868.5714285714286,0.2389937106918239,1.625,8.25225917700055,9.07037945886928,17.32263863586983,30610,7.03,4354.1963015647225,1.61,254763.4276,9
93,1570000.0,2,2.75,2970,12750,1.5,NO,FAIR,Good,7 Average,2130,1.0,1918,,98004,47.6135,-122.213,1980,15300,625.2631578947369,0.23294117647058823,1.375,8.820381300020811,9.575614407010864,18.395995707031673,30610,7.03,4354.1963015647225,1.61,254763.4276,9
